"palavra";"sentimento"
"impedireis";"neg"
"impedirem";"neg"
"impediremos";"neg"
"impedires";"neg"
"impediria";"neg"
"impediriam";"neg"
"impedirias";"neg"
"impedirmos";"neg"
"impedirá";"neg"
"impedirás";"neg"
"impedirão";"neg"
"impediríamos";"neg"
"impediríeis";"neg"
"impedis";"neg"
"impedisse";"neg"
"impedissem";"neg"
"impedisses";"neg"
"impediste";"neg"
"impedistes";"neg"
"impediu";"neg"
"impedíamos";"neg"
"impedíeis";"neg"
"impedíramos";"neg"
"impedíreis";"neg"
"impedísseis";"neg"
"impedíssemos";"neg"
"impertinência";"pos"
"impessoais";"neg"
"impessoal";"neg"
"impeça";"neg"
"impeçais";"neg"
"impeçam";"neg"
"impeçamos";"neg"
"impeças";"neg"
"impeço";"neg"
"impiedosamente";"neg"
"implora";"neg"
"implorada";"neg"
"imploradas";"neg"
"implorado";"neg"
"implorados";"neg"
"implorai";"neg"
"implorais";"neg"
"imploram";"neg"
"imploramos";"neg"
"implorando";"neg"
"implorar";"neg"
"implorara";"neg"
"imploraram";"neg"
"imploraras";"neg"
"implorardes";"neg"
"implorarei";"neg"
"implorareis";"neg"
"implorarem";"neg"
"imploraremos";"neg"
"implorares";"neg"
"imploraria";"neg"
"implorariam";"neg"
"implorarias";"neg"
"implorarmos";"neg"
"implorará";"neg"
"implorarás";"neg"
"implorarão";"neg"
"imploraríamos";"neg"
"imploraríeis";"neg"
"imploras";"neg"
"implorasse";"neg"
"implorassem";"neg"
"implorasses";"neg"
"imploraste";"neg"
"implorastes";"neg"
"implorava";"neg"
"imploravam";"neg"
"imploravas";"neg"
"implore";"neg"
"implorei";"neg"
"imploreis";"neg"
"implorem";"neg"
"imploremos";"neg"
"implores";"neg"
"imploro";"neg"
"implorou";"neg"
"imploráramos";"neg"
"imploráreis";"neg"
"implorásseis";"neg"
"implorássemos";"neg"
"implorávamos";"neg"
"imploráveis";"neg"
"impondo-se";"pos"
"imponente";"pos"
"imponentes";"pos"
"importa";"pos"
"importa-se";"pos"
"importada";"pos"
"importadas";"pos"
"importado";"pos"
"importados";"pos"
"importai";"pos"
"importais";"pos"
"importam";"pos"
"importamos";"pos"
"importando";"pos"
"importando-se";"pos"
"importante";"pos"
"importantes";"pos"
"importar";"pos"
"importara";"pos"
"importaram";"pos"
"importaras";"pos"
"importardes";"pos"
"importarei";"pos"
"importareis";"pos"
"importarem";"pos"
"importaremos";"pos"
"importares";"pos"
"importaria";"pos"
"importariam";"pos"
"importarias";"pos"
"importarmos";"pos"
"importará";"pos"
"importarás";"pos"
"importarão";"pos"
"importaríamos";"pos"
"importaríeis";"pos"
"importas";"pos"
"importasse";"pos"
"importassem";"pos"
"importasses";"pos"
"importaste";"pos"
"importastes";"pos"
"importava";"pos"
"importavam";"pos"
"importavas";"pos"
"importe";"pos"
"importei";"pos"
"importeis";"pos"
"importem";"pos"
"importemos";"pos"
"importes";"pos"
"importo";"pos"
"importou";"pos"
"importuna";"neg"
"importunada";"neg"
"importunadas";"neg"
"importunado";"neg"
"importunados";"neg"
"importunai";"neg"
"importunais";"neg"
"importunam";"neg"
"importunamos";"neg"
"importunando";"neg"
"importunar";"neg"
"importunara";"neg"
"importunaram";"neg"
"importunaras";"neg"
"importunardes";"neg"
"importunarei";"neg"
"importunareis";"neg"
"importunarem";"neg"
"importunaremos";"neg"
"importunares";"neg"
"importunaria";"neg"
"importunariam";"neg"
"importunarias";"neg"
"importunarmos";"neg"
"importunará";"neg"
"importunarás";"neg"
"importunarão";"neg"
"importunaríamos";"neg"
"importunaríeis";"neg"
"importunas";"neg"
"importunasse";"neg"
"importunassem";"neg"
"importunasses";"neg"
"importunaste";"neg"
"importunastes";"neg"
"importunava";"neg"
"importunavam";"neg"
"importunavas";"neg"
"importune";"neg"
"importunei";"neg"
"importuneis";"neg"
"importunem";"neg"
"importunemos";"neg"
"importunes";"neg"
"importuno";"neg"
"importunou";"neg"
"importunáramos";"neg"
"importunáreis";"neg"
"importunásseis";"neg"
"importunássemos";"neg"
"importunávamos";"neg"
"importunáveis";"neg"
"importáramos";"pos"
"importáreis";"pos"
"importásseis";"pos"
"importássemos";"pos"
"importávamos";"pos"
"importáveis";"pos"
"importância";"pos"
"importâncias";"pos"
"imposto-se";"pos"
"impotência";"neg"
"impressiona";"pos"
"impressionada";"pos"
"impressionadas";"pos"
"impressionado";"pos"
"impressionado-se";"pos"
"impressionados";"pos"
"impressionai";"pos"
"impressionais";"pos"
"impressionam";"pos"
"impressionamos";"pos"
"impressionando";"pos"
"impressionando-se";"pos"
"impressionar";"pos"
"impressionara";"pos"
"impressionaram";"pos"
"impressionaras";"pos"
"impressionardes";"pos"
"impressionarei";"pos"
"impressionareis";"pos"
"impressionarem";"pos"
"impressionaremos";"pos"
"impressionares";"pos"
"impressionaria";"pos"
"impressionariam";"pos"
"impressionarias";"pos"
"impressionarmos";"pos"
"impressionará";"pos"
"impressionarás";"pos"
"impressionarão";"pos"
"impressionaríamos";"pos"
"impressionaríeis";"pos"
"impressionas";"pos"
"impressionasse";"pos"
"impressionassem";"pos"
"impressionasses";"pos"
"impressionaste";"pos"
"impressionastes";"pos"
"impressionava";"pos"
"impressionavam";"pos"
"impressionavas";"pos"
"impressione";"pos"
"impressionei";"pos"
"impressioneis";"pos"
"impressionem";"pos"
"impressionemos";"pos"
"impressiones";"pos"
"impressiono";"pos"
"impressionou";"pos"
"impressionáramos";"pos"
"impressionáreis";"pos"
"impressionásseis";"pos"
"impressionássemos";"pos"
"impressionávamos";"pos"
"impressionáveis";"pos"
"impressão";"pos"
"impressões";"pos"
"impudência";"pos"
"imunidade";"pos"
"imunidades";"pos"
"incensa";"pos"
"incensada";"pos"
"incensadas";"pos"
"incensado";"pos"
"incensados";"pos"
"incensai";"pos"
"incensais";"pos"
"incensam";"pos"
"incensamos";"pos"
"incensando";"pos"
"incensar";"pos"
"incensara";"pos"
"incensaram";"pos"
"incensaras";"pos"
"incensardes";"pos"
"incensarei";"pos"
"incensareis";"pos"
"incensarem";"pos"
"incensaremos";"pos"
"incensares";"pos"
"incensaria";"pos"
"incensariam";"pos"
"incensarias";"pos"
"incensarmos";"pos"
"incensará";"pos"
"incensarás";"pos"
"incensarão";"pos"
"incensaríamos";"pos"
"incensaríeis";"pos"
"incensas";"pos"
"incensasse";"pos"
"incensassem";"pos"
"incensasses";"pos"
"incensaste";"pos"
"incensastes";"pos"
"incensava";"pos"
"incensavam";"pos"
"incensavas";"pos"
"incense";"pos"
"incensei";"pos"
"incenseis";"pos"
"incensem";"pos"
"incensemos";"pos"
"incenses";"pos"
"incenso";"pos"
"incensou";"pos"
"incensáramos";"pos"
"incensáreis";"pos"
"incensásseis";"pos"
"incensássemos";"pos"
"incensávamos";"pos"
"incensáveis";"pos"
"incerta";"neg"
"incertas";"neg"
"incerteza";"neg"
"incisão";"neg"
"inclinação";"pos"
"incoerência";"neg"
"incomodado-se";"neg"
"incomodamente";"neg"
"incomodando-se";"neg"
"incongruência";"neg"
"inconsideração";"neg"
"inconsistência";"neg"
"inconsolavelmente";"neg"
"inconstância";"neg"
"incrivelmente";"pos"
"incumbindo";"pos"
"incômodo";"neg"
"incúria";"neg"
"indecência";"neg"
"indefinida";"neg"
"indefinidas";"neg"
"independência";"pos"
"indiferença";"neg"
"indigente";"neg"
"indigentes";"neg"
"indignadamente";"neg"
"indignadíssimo";"neg"
"indignação";"neg"
"indignidade";"neg"
"indigência";"neg"
"indiscutivelmente";"pos"
"indisposição";"neg"
"indocilidade";"neg"
"indomavelmente";"neg"
"indubitavelmente";"pos"
"indulgência";"pos"
"inexatidão";"neg"
"infalibilidade";"pos"
"infelicidade";"neg"
"infeliz";"neg"
"infelizes";"neg"
"infelizmente";"neg"
"inferior";"neg"
"inferiores";"neg"
"inferioridade";"neg"
"infernais";"neg"
"infernal";"neg"
"infernalmente";"neg"
"inferno";"neg"
"inflexibilidade";"neg"
"inflexivelmente";"neg"
"influencia";"pos"
"influenciada";"pos"
"influenciadas";"pos"
"influenciado";"pos"
"influenciados";"pos"
"influenciai";"pos"
"influenciais";"pos"
"influenciam";"pos"
"influenciamos";"pos"
"influenciando";"pos"
"influenciar";"pos"
"influenciara";"pos"
"influenciaram";"pos"
"influenciaras";"pos"
"influenciardes";"pos"
"influenciarei";"pos"
"influenciareis";"pos"
"influenciarem";"pos"
"influenciaremos";"pos"
"influenciares";"pos"
"influenciaria";"pos"
"influenciariam";"pos"
"influenciarias";"pos"
"influenciarmos";"pos"
"influenciará";"pos"
"influenciarás";"pos"
"influenciarão";"pos"
"influenciaríamos";"pos"
"influenciaríeis";"pos"
"influencias";"pos"
"influenciasse";"pos"
"influenciassem";"pos"
"influenciasses";"pos"
"influenciaste";"pos"
"influenciastes";"pos"
"influenciava";"pos"
"influenciavam";"pos"
"influenciavas";"pos"
"influencie";"pos"
"influenciei";"pos"
"influencieis";"pos"
"influenciem";"pos"
"influenciemos";"pos"
"influencies";"pos"
"influencio";"pos"
"influenciou";"pos"
"influenciáramos";"pos"
"influenciáreis";"pos"
"influenciásseis";"pos"
"influenciássemos";"pos"
"influenciávamos";"pos"
"influenciáveis";"pos"
"influência";"pos"
"infortúnio";"neg"
"infortúnios";"neg"
"infração";"neg"
"infrações";"neg"
"infâmia";"neg"
"ingratidão";"neg"
"inimiga";"neg"
"inimigas";"neg"
"inimigo";"neg"
"inimigos";"neg"
"iniquamente";"neg"
"iniquidade";"neg"
"injuria";"neg"
"injuriada";"neg"
"injuriadas";"neg"
"injuriado";"neg"
"injuriados";"neg"
"injuriai";"neg"
"injuriais";"neg"
"injuriam";"neg"
"injuriamos";"neg"
"injuriando";"neg"
"injuriar";"neg"
"injuriara";"neg"
"injuriaram";"neg"
"injuriaras";"neg"
"injuriardes";"neg"
"injuriarei";"neg"
"injuriareis";"neg"
"injuriarem";"neg"
"injuriaremos";"neg"
"injuriares";"neg"
"injuriaria";"neg"
"injuriariam";"neg"
"injuriarias";"neg"
"injuriarmos";"neg"
"injuriará";"neg"
"injuriarás";"neg"
"injuriarão";"neg"
"injuriaríamos";"neg"
"injuriaríeis";"neg"
"injurias";"neg"
"injuriasse";"neg"
"injuriassem";"neg"
"injuriasses";"neg"
"injuriaste";"neg"
"injuriastes";"neg"
"injuriava";"neg"
"injuriavam";"neg"
"injuriavas";"neg"
"injurie";"neg"
"injuriei";"neg"
"injurieis";"neg"
"injuriem";"neg"
"injuriemos";"neg"
"injuries";"neg"
"injurio";"neg"
"injuriou";"neg"
"injuriáramos";"neg"
"injuriáreis";"neg"
"injuriásseis";"neg"
"injuriássemos";"neg"
"injuriávamos";"neg"
"injuriáveis";"neg"
"injustiça";"neg"
"injustiças";"neg"
"injúria";"neg"
"inocência";"pos"
"inquietante";"neg"
"inquietação";"neg"
"inquieto";"neg"
"inquietude";"neg"
"insana";"neg"
"insanas";"neg"
"insegura";"neg"
"inseguras";"neg"
"insensibiliza";"neg"
"insensibilizada";"neg"
"insensibilizadas";"neg"
"insensibilizado";"neg"
"insensibilizados";"neg"
"insensibilizai";"neg"
"insensibilizais";"neg"
"insensibilizam";"neg"
"insensibilizamos";"neg"
"insensibilizando";"neg"
"insensibilizar";"neg"
"insensibilizara";"neg"
"insensibilizaram";"neg"
"insensibilizaras";"neg"
"insensibilizardes";"neg"
"insensibilizarei";"neg"
"insensibilizareis";"neg"
"insensibilizarem";"neg"
"insensibilizaremos";"neg"
"insensibilizares";"neg"
"insensibilizaria";"neg"
"insensibilizariam";"neg"
"insensibilizarias";"neg"
"insensibilizarmos";"neg"
"insensibilizará";"neg"
"insensibilizarás";"neg"
"insensibilizarão";"neg"
"insensibilizaríamos";"neg"
"insensibilizaríeis";"neg"
"insensibilizas";"neg"
"insensibilizasse";"neg"
"insensibilizassem";"neg"
"insensibilizasses";"neg"
"insensibilizaste";"neg"
"insensibilizastes";"neg"
"insensibilizava";"neg"
"insensibilizavam";"neg"
"insensibilizavas";"neg"
"insensibilize";"neg"
"insensibilizei";"neg"
"insensibilizeis";"neg"
"insensibilizem";"neg"
"insensibilizemos";"neg"
"insensibilizes";"neg"
"insensibilizo";"neg"
"insensibilizou";"neg"
"insensibilizáramos";"neg"
"insensibilizáreis";"neg"
"insensibilizásseis";"neg"
"insensibilizássemos";"neg"
"insensibilizávamos";"neg"
"insensibilizáveis";"neg"
"insignificante";"neg"
"insignificantes";"neg"
"insignificância";"neg"
"instrutiva";"pos"
"instrutivas";"pos"
"insulta";"neg"
"insultada";"neg"
"insultadas";"neg"
"insultado";"neg"
"insultados";"neg"
"insultai";"neg"
"insultais";"neg"
"insultam";"neg"
"insultamos";"neg"
"insultando";"neg"
"insultar";"neg"
"insultara";"neg"
"insultaram";"neg"
"insultaras";"neg"
"insultardes";"neg"
"insultarei";"neg"
"insultareis";"neg"
"insultarem";"neg"
"insultaremos";"neg"
"insultares";"neg"
"insultaria";"neg"
"insultariam";"neg"
"insultarias";"neg"
"insultarmos";"neg"
"insultará";"neg"
"insultarás";"neg"
"insultarão";"neg"
"insultaríamos";"neg"
"insultaríeis";"neg"
"insultas";"neg"
"insultasse";"neg"
"insultassem";"neg"
"insultasses";"neg"
"insultaste";"neg"
"insultastes";"neg"
"insultava";"neg"
"insultavam";"neg"
"insultavas";"neg"
"insulte";"neg"
"insultei";"neg"
"insulteis";"neg"
"insultem";"neg"
"insultemos";"neg"
"insultes";"neg"
"insulto";"neg"
"insultos";"neg"
"insultou";"neg"
"insultáramos";"neg"
"insultáreis";"neg"
"insultásseis";"neg"
"insultássemos";"neg"
"insultávamos";"neg"
"insultáveis";"neg"
"insurge";"neg"
"insurgem";"neg"
"insurges";"neg"
"insurgi";"neg"
"insurgia";"neg"
"insurgiam";"neg"
"insurgias";"neg"
"insurgida";"neg"
"insurgidas";"neg"
"insurgido";"neg"
"insurgidos";"neg"
"insurgimos";"neg"
"insurgindo";"neg"
"insurgindo-se";"neg"
"insurgir";"neg"
"insurgira";"neg"
"insurgiram";"neg"
"insurgiras";"neg"
"insurgirdes";"neg"
"insurgirei";"neg"
"insurgireis";"neg"
"insurgirem";"neg"
"insurgiremos";"neg"
"insurgires";"neg"
"insurgiria";"neg"
"insurgiriam";"neg"
"insurgirias";"neg"
"insurgirmos";"neg"
"insurgirá";"neg"
"insurgirás";"neg"
"insurgirão";"neg"
"insurgiríamos";"neg"
"insurgiríeis";"neg"
"insurgis";"neg"
"insurgisse";"neg"
"insurgissem";"neg"
"insurgisses";"neg"
"insurgiste";"neg"
"insurgistes";"neg"
"insurgiu";"neg"
"insurgíamos";"neg"
"insurgíeis";"neg"
"insurgíramos";"neg"
"insurgíreis";"neg"
"insurgísseis";"neg"
"insurgíssemos";"neg"
"insurja";"neg"
"insurjais";"neg"
"insurjam";"neg"
"insurjamos";"neg"
"insurjas";"neg"
"insurjo";"neg"
"insônia";"neg"
"integridade";"pos"
"inteligência";"pos"
"intensa";"pos"
"intensas";"pos"
"intensidade";"pos"
"intimida";"neg"
"intimidada";"neg"
"intimidadas";"neg"
"intimidado";"neg"
"intimidados";"neg"
"intimidai";"neg"
"intimidais";"neg"
"intimidam";"neg"
"intimidamos";"neg"
"intimidando";"neg"
"intimidar";"neg"
"intimidara";"neg"
"intimidaram";"neg"
"intimidaras";"neg"
"intimidardes";"neg"
"intimidarei";"neg"
"intimidareis";"neg"
"intimidarem";"neg"
"intimidaremos";"neg"
"intimidares";"neg"
"intimidaria";"neg"
"intimidariam";"neg"
"intimidarias";"neg"
"intimidarmos";"neg"
"intimidará";"neg"
"intimidarás";"neg"
"intimidarão";"neg"
"intimidaríamos";"neg"
"intimidaríeis";"neg"
"intimidas";"neg"
"intimidasse";"neg"
"intimidassem";"neg"
"intimidasses";"neg"
"intimidaste";"neg"
"intimidastes";"neg"
"intimidava";"neg"
"intimidavam";"neg"
"intimidavas";"neg"
"intimidação";"neg"
"intimide";"neg"
"intimidei";"neg"
"intimideis";"neg"
"intimidem";"neg"
"intimidemos";"neg"
"intimides";"neg"
"intimido";"neg"
"intimidou";"neg"
"intimidáramos";"neg"
"intimidáreis";"neg"
"intimidásseis";"neg"
"intimidássemos";"neg"
"intimidávamos";"neg"
"intimidáveis";"neg"
"intranquilidade";"neg"
"intrepidamente";"pos"
"intrepidez";"pos"
"inutilidade";"neg"
"inutilmente";"neg"
"invada";"neg"
"invadais";"neg"
"invadam";"neg"
"invadamos";"neg"
"invadas";"neg"
"invade";"neg"
"invadem";"neg"
"invades";"neg"
"invadi";"neg"
"invadia";"neg"
"invadiam";"neg"
"invadias";"neg"
"invadida";"neg"
"invadidas";"neg"
"invadido";"neg"
"invadidos";"neg"
"invadimos";"neg"
"invadindo";"neg"
"invadir";"neg"
"invadira";"neg"
"invadiram";"neg"
"invadiras";"neg"
"invadirdes";"neg"
"invadirei";"neg"
"invadireis";"neg"
"invadirem";"neg"
"invadiremos";"neg"
"invadires";"neg"
"invadiria";"neg"
"invadiriam";"neg"
"invadirias";"neg"
"invadirmos";"neg"
"invadirá";"neg"
"invadirás";"neg"
"invadirão";"neg"
"invadiríamos";"neg"
"invadiríeis";"neg"
"invadis";"neg"
"invadisse";"neg"
"invadissem";"neg"
"invadisses";"neg"
"invadiste";"neg"
"invadistes";"neg"
"invadiu";"neg"
"invado";"neg"
"invadíamos";"neg"
"invadíeis";"neg"
"invadíramos";"neg"
"invadíreis";"neg"
"invadísseis";"neg"
"invadíssemos";"neg"
"inveja";"neg"
"invejada";"neg"
"invejadas";"neg"
"invejado";"neg"
"invejados";"neg"
"invejai";"neg"
"invejais";"neg"
"invejam";"neg"
"invejamos";"neg"
"invejando";"neg"
"invejar";"neg"
"invejara";"neg"
"invejaram";"neg"
"invejaras";"neg"
"invejardes";"neg"
"invejarei";"neg"
"invejareis";"neg"
"invejarem";"neg"
"invejaremos";"neg"
"invejares";"neg"
"invejaria";"neg"
"invejariam";"neg"
"invejarias";"neg"
"invejarmos";"neg"
"invejará";"neg"
"invejarás";"neg"
"invejarão";"neg"
"invejaríamos";"neg"
"invejaríeis";"neg"
"invejas";"neg"
"invejasse";"neg"
"invejassem";"neg"
"invejasses";"neg"
"invejaste";"neg"
"invejastes";"neg"
"invejava";"neg"
"invejavam";"neg"
"invejavas";"neg"
"inveje";"neg"
"invejei";"neg"
"invejeis";"neg"
"invejem";"neg"
"invejemos";"neg"
"invejes";"neg"
"invejo";"neg"
"invejou";"neg"
"invejáramos";"neg"
"invejáreis";"neg"
"invejásseis";"neg"
"invejássemos";"neg"
"invejávamos";"neg"
"invejáveis";"neg"
"inventa";"pos"
"inventada";"pos"
"inventadas";"pos"
"inventado";"pos"
"inventados";"pos"
"inventai";"pos"
"inventais";"pos"
"inventam";"pos"
"inventamos";"pos"
"inventando";"pos"
"inventar";"pos"
"inventara";"pos"
"inventaram";"pos"
"inventaras";"pos"
"inventardes";"pos"
"inventarei";"pos"
"inventareis";"pos"
"inventarem";"pos"
"inventaremos";"pos"
"inventares";"pos"
"inventaria";"pos"
"inventariam";"pos"
"inventarias";"pos"
"inventarmos";"pos"
"inventará";"pos"
"inventarás";"pos"
"inventarão";"pos"
"inventaríamos";"pos"
"inventaríeis";"pos"
"inventas";"pos"
"inventasse";"pos"
"inventassem";"pos"
"inventasses";"pos"
"inventaste";"pos"
"inventastes";"pos"
"inventava";"pos"
"inventavam";"pos"
"inventavas";"pos"
"invente";"pos"
"inventei";"pos"
"inventeis";"pos"
"inventem";"pos"
"inventemos";"pos"
"inventes";"pos"
"invento";"pos"
"inventou";"pos"
"inventáramos";"pos"
"inventáreis";"pos"
"inventásseis";"pos"
"inventássemos";"pos"
"inventávamos";"pos"
"inventáveis";"pos"
"investe";"neg"
"investem";"neg"
"investes";"neg"
"investi";"neg"
"investia";"neg"
"investiam";"neg"
"investias";"neg"
"investida";"neg"
"investidas";"neg"
"investido";"neg"
"investidos";"neg"
"investimos";"neg"
"investindo";"neg"
"investir";"neg"
"investira";"neg"
"investiram";"neg"
"investiras";"neg"
"investirdes";"neg"
"investirei";"neg"
"investireis";"neg"
"investirem";"neg"
"investiremos";"neg"
"investires";"neg"
"investiria";"neg"
"investiriam";"neg"
"investirias";"neg"
"investirmos";"neg"
"investirá";"neg"
"investirás";"neg"
"investirão";"neg"
"investiríamos";"neg"
"investiríeis";"neg"
"investis";"neg"
"investisse";"neg"
"investissem";"neg"
"investisses";"neg"
"investiste";"neg"
"investistes";"neg"
"investiu";"neg"
"investíamos";"neg"
"investíeis";"neg"
"investíramos";"neg"
"investíreis";"neg"
"investísseis";"neg"
"investíssemos";"neg"
"invista";"neg"
"invistais";"neg"
"invistam";"neg"
"invistamos";"neg"
"invistas";"neg"
"invisto";"neg"
"inúteis";"neg"
"inútil";"neg"
"ira";"neg"
"irra";"neg"
"irregularmente";"neg"
"irrestrita";"pos"
"irrestritas";"pos"
"irrita";"neg"
"irritabilidade";"neg"
"irritada";"neg"
"irritadamente";"neg"
"irritadas";"neg"
"irritado";"neg"
"irritado-se";"neg"
"irritados";"neg"
"irritai";"neg"
"irritais";"neg"
"irritam";"neg"
"irritamos";"neg"
"irritando";"neg"
"irritando-se";"neg"
"irritar";"neg"
"irritara";"neg"
"irritaram";"neg"
"irritaras";"neg"
"irritardes";"neg"
"irritarei";"neg"
"irritareis";"neg"
"irritarem";"neg"
"irritaremos";"neg"
"irritares";"neg"
"irritaria";"neg"
"irritariam";"neg"
"irritarias";"neg"
"irritarmos";"neg"
"irritará";"neg"
"irritarás";"neg"
"irritarão";"neg"
"irritaríamos";"neg"
"irritaríeis";"neg"
"irritas";"neg"
"irritasse";"neg"
"irritassem";"neg"
"irritasses";"neg"
"irritaste";"neg"
"irritastes";"neg"
"irritava";"neg"
"irritavam";"neg"
"irritavas";"neg"
"irritação";"neg"
"irrite";"neg"
"irritei";"neg"
"irriteis";"neg"
"irritem";"neg"
"irritemos";"neg"
"irrites";"neg"
"irrito";"neg"
"irritou";"neg"
"irritáramos";"neg"
"irritáreis";"neg"
"irritásseis";"neg"
"irritássemos";"neg"
"irritávamos";"neg"
"irritáveis";"neg"
"isenta";"pos"
"isentada";"pos"
"isentadas";"pos"
"isentado";"pos"
"isentados";"pos"
"isentai";"pos"
"isentais";"pos"
"isentam";"pos"
"isentamos";"pos"
"isentando";"pos"
"isentar";"pos"
"isentara";"pos"
"isentaram";"pos"
"isentaras";"pos"
"isentardes";"pos"
"isentarei";"pos"
"isentareis";"pos"
"isentarem";"pos"
"isentaremos";"pos"
"isentares";"pos"
"isentaria";"pos"
"isentariam";"pos"
"isentarias";"pos"
"isentarmos";"pos"
"isentará";"pos"
"isentarás";"pos"
"isentarão";"pos"
"isentaríamos";"pos"
"isentaríeis";"pos"
"isentas";"pos"
"isentasse";"pos"
"isentassem";"pos"
"isentasses";"pos"
"isentaste";"pos"
"isentastes";"pos"
"isentava";"pos"
"isentavam";"pos"
"isentavas";"pos"
"isente";"pos"
"isentei";"pos"
"isenteis";"pos"
"isentem";"pos"
"isentemos";"pos"
"isentes";"pos"
"isento";"pos"
"isentos";"pos"
"isentou";"pos"
"isentáramos";"pos"
"isentáreis";"pos"
"isentásseis";"pos"
"isentássemos";"pos"
"isentávamos";"pos"
"isentáveis";"pos"
"isenção";"pos"
"isola";"neg"
"isolada";"neg"
"isoladas";"neg"
"isolado";"neg"
"isolados";"neg"
"isolai";"neg"
"isolais";"neg"
"isolam";"neg"
"isolamento";"neg"
"isolamos";"neg"
"isolando";"neg"
"isolar";"neg"
"isolara";"neg"
"isolaram";"neg"
"isolaras";"neg"
"isolardes";"neg"
"isolarei";"neg"
"isolareis";"neg"
"isolarem";"neg"
"isolaremos";"neg"
"isolares";"neg"
"isolaria";"neg"
"isolariam";"neg"
"isolarias";"neg"
"isolarmos";"neg"
"isolará";"neg"
"isolarás";"neg"
"isolarão";"neg"
"isolaríamos";"neg"
"isolaríeis";"neg"
"isolas";"neg"
"isolasse";"neg"
"isolassem";"neg"
"isolasses";"neg"
"isolaste";"neg"
"isolastes";"neg"
"isolava";"neg"
"isolavam";"neg"
"isolavas";"neg"
"isolação";"neg"
"isole";"neg"
"isolei";"neg"
"isoleis";"neg"
"isolem";"neg"
"isolemos";"neg"
"isoles";"neg"
"isolo";"neg"
"isolou";"neg"
"isoláramos";"neg"
"isoláreis";"neg"
"isolásseis";"neg"
"isolássemos";"neg"
"isolávamos";"neg"
"isoláveis";"neg"
"jocosidade";"pos"
"joga";"pos"
"jogada";"pos"
"jogadas";"pos"
"jogado";"pos"
"jogados";"pos"
"jogai";"pos"
"jogais";"pos"
"jogam";"pos"
"jogamos";"pos"
"jogando";"pos"
"jogar";"pos"
"jogara";"pos"
"jogaram";"pos"
"jogaras";"pos"
"jogardes";"pos"
"jogarei";"pos"
"jogareis";"pos"
"jogarem";"pos"
"jogaremos";"pos"
"jogares";"pos"
"jogaria";"pos"
"jogariam";"pos"
"jogarias";"pos"
"jogarmos";"pos"
"jogará";"pos"
"jogarás";"pos"
"jogarão";"pos"
"jogaríamos";"pos"
"jogaríeis";"pos"
"jogas";"pos"
"jogasse";"pos"
"jogassem";"pos"
"jogasses";"pos"
"jogaste";"pos"
"jogastes";"pos"
"jogava";"pos"
"jogavam";"pos"
"jogavas";"pos"
"jogo";"pos"
"jogou";"pos"
"jogue";"pos"
"joguei";"pos"
"jogueis";"pos"
"joguem";"pos"
"joguemos";"pos"
"jogues";"pos"
"jogáramos";"pos"
"jogáreis";"pos"
"jogásseis";"pos"
"jogássemos";"pos"
"jogávamos";"pos"
"jogáveis";"pos"
"joviais";"pos"
"jovial";"pos"
"jovialidade";"pos"
"jovialmente";"pos"
"jovialíssim";"pos"
"julga";"neg"
"julgada";"neg"
"julgadas";"neg"
"julgado";"neg"
"julgados";"neg"
"julgai";"neg"
"julgais";"neg"
"julgam";"neg"
"julgamos";"neg"
"julgando";"neg"
"julgar";"neg"
"julgara";"neg"
"julgaram";"neg"
"julgaras";"neg"
"julgardes";"neg"
"julgarei";"neg"
"julgareis";"neg"
"julgarem";"neg"
"julgaremos";"neg"
"julgares";"neg"
"julgaria";"neg"
"julgariam";"neg"
"julgarias";"neg"
"julgarmos";"neg"
"julgará";"neg"
"julgarás";"neg"
"julgarão";"neg"
"julgaríamos";"neg"
"julgaríeis";"neg"
"julgas";"neg"
"julgasse";"neg"
"julgassem";"neg"
"julgasses";"neg"
"julgaste";"neg"
"julgastes";"neg"
"julgava";"neg"
"julgavam";"neg"
"julgavas";"neg"
"julgo";"neg"
"julgou";"neg"
"julgue";"neg"
"julguei";"neg"
"julgueis";"neg"
"julguem";"neg"
"julguemos";"neg"
"julgues";"neg"
"julgáramos";"neg"
"julgáreis";"neg"
"julgásseis";"neg"
"julgássemos";"neg"
"julgávamos";"neg"
"julgáveis";"neg"
"justa";"pos"
"justas";"pos"
"juízo";"pos"
"júbilo";"pos"
"labuta";"neg"
"labutada";"neg"
"labutadas";"neg"
"labutado";"neg"
"labutados";"neg"
"labutai";"neg"
"labutais";"neg"
"labutam";"neg"
"labutamos";"neg"
"labutando";"neg"
"labutar";"neg"
"labutara";"neg"
"labutaram";"neg"
"labutaras";"neg"
"labutardes";"neg"
"labutarei";"neg"
"labutareis";"neg"
"labutarem";"neg"
"labutaremos";"neg"
"labutares";"neg"
"labutaria";"neg"
"labutariam";"neg"
"labutarias";"neg"
"labutarmos";"neg"
"labutará";"neg"
"labutarás";"neg"
"labutarão";"neg"
"labutaríamos";"neg"
"labutaríeis";"neg"
"labutas";"neg"
"labutasse";"neg"
"labutassem";"neg"
"labutasses";"neg"
"labutaste";"neg"
"labutastes";"neg"
"labutava";"neg"
"labutavam";"neg"
"labutavas";"neg"
"labute";"neg"
"labutei";"neg"
"labuteis";"neg"
"labutem";"neg"
"labutemos";"neg"
"labutes";"neg"
"labuto";"neg"
"labutou";"neg"
