"partido";"userid";"username";"location";"texto";"coordinates";"formatted_address";"lat";"lng";"lat_lng"
"ptbrasil";"16547068";"juliopeppe";"Guarulhos, Brasil";"o problema é a desunião da esquerda neste brasil";"";"Guarulhos - State of São Paulo, Brazil";-23.4543148;-46.5336521;"-23.4543148,-46.5336521"
"ptbrasil";"107173275";"ROBERTO PESCADOR.";"XIQUE-XIQUE E PORANGATU.";"produziu uma desgraça igual vc seu desgraçado dos infernos";"";"R. Porangatu - Vila Santana, Uruaçu - GO, 76400-000, Brazil";-14.5199948;-49.1457533;"-14.5199948,-49.1457533"
"ptbrasil";"162135549";"Bia Arantes Coelho";"Belo Horizonte, MG - Brasil";"oficial oficial";"";"Belo Horizonte - State of Minas Gerais, Brazil";-19.9245018;-43.93523760000001;"-19.9245018,-43.93523760000001"
"ptbrasil";"887534879172415488";"Anderson Dy Castro";"Alto Boa Vista, Brasil";"parem de enganar as pessoas vcs já fizeram isso por anos não colou o pt é sim uma org";"";"Alto Boa Vista - State of Mato Grosso, 78665-000, Brazil";-11.7923521;-51.7255991;"-11.7923521,-51.7255991"
"ptbrasil";"60884715";"DIREITONEWS.COM";"DOURADOS, Mato Grosso do Sul ";"rovai isso renato";"";"Dourados - State of Mato Grosso do Sul, Brazil";-22.2272034;-54.82912589999999;"-22.2272034,-54.82912589999999"
"Rede45";"810569171608174592";"GERALDO MELO JUNIOR";"Bom Sucesso, Brasil";"parabéns deputado, a agropecuária tem um representante a altura de sua importância";"";"Bom Sucesso - MG, 37220-000, Brazil";-21.0350113;-44.7592921;"-21.0350113,-44.7592921"
"Rede45";"3032405187";"Antonio Carlos";"Sao Paulo, Brazil";"vossa excelência tem meu respeito agora sei que logo minha rua não ficara mais sem luz a cada chuva e raio psdb";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"Rede45";"754348704451137536";"Flavio Fontanelli";"Rio de Janeiro, Brazil";"com o aécio";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"Rede45";"56865449";"Chris Moraes";"Vitória, Brasil";"o tempo é o senhor da razão e agora dilma samba na cara do denunciado n vezes aécio neves o mundo dá volta";"";"Vitoria, Vitória - State of Espírito Santo, Brazil";-20.2976178;-40.2957768;"-20.2976178,-40.2957768"
"Rede45";"379405084";"Renato Sales";"Macapá ";"investigações da lava jato flagraram o presidente do psdb aécio neves pedindo propina e aí";"";"Macapá, AP, Brazil";0.0355735;-51.070535;"0.0355735,-51.070535"
"Rede45";"103356974";"Vinicius Henrique";"brazil";"com vá na segurança ãoarrisquem";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"724012157734641664";"Celui";"Brasil";"não seria melhor medidas pra caçar aécio corruptos e ladrões da casa";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"160552502";"alfredo adao";"BRASIL";"não tenho duvida, mas que sejam feitas para acabar com a corrupção, tudo que se deixa brecha";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"160552502";"alfredo adao";"BRASIL";"não é isso que estamos vendo, e sim um partido aliado aos corruptos e tentando enganar o povo igual os dema";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"2654941594";"Dani Dias";"Santo André, São Paulo";"a grande culpa do pt foi de se aliar a part como o pmdb, q armou o bote como cobra peçonhenta o próx a";"";"Santo André, State of São Paulo, Brazil";-23.6742228;-46.5436003;"-23.6742228,-46.5436003"
"Rede45";"751197850529304576";"jocacarlos";"São Mateus, Brasil";"creio que também é tão grave como um dublê de partido abriga algumas figuras nacionais que estão numa lis";"";"São Mateus - State of Espírito Santo, Brazil";-18.7190705;-39.856734;"-18.7190705,-39.856734"
"Rede45";"751197850529304576";"jocacarlos";"São Mateus, Brasil";"mesmo e a renda vindo através de propinas recebidas por alguns integrantes de um certo dublê de partido,";"";"São Mateus - State of Espírito Santo, Brazil";-18.7190705;-39.856734;"-18.7190705,-39.856734"
"Rede45";"2379879250";"Jonex Almeida";"Mesquita, Rio de Janeiro";"construção se passa pela qualidade etica do seu legislativo fora isso nao passa de bláblá para as ameb";"";"Mesquita, RJ, Brazil";-22.7819449;-43.4293183;"-22.7819449,-43.4293183"
"Rede45";"315301774";"pedrinho fonseca";"Sao Paulo, Brazil";"ata";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"Rede45";"325109785";"Ana Maria Sanches";" Brasil";"nacional oficial nacional";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"968390030";"Darley Assis";"Brasília-DF";"psdb a charge tinha que ser do aecio sendo expulso do partido ;";"";"Brasilia - Federal District, Brazil";-15.7941569;-47.8825289;"-15.7941569,-47.8825289"
"Rede45";"446222055";"Sérgio Santos";"Bahia, Brasil";"então partido de cornos, vcs vão falar da inocência da dilma ou vão fazer a linha kátia";"";"State of Bahia, Brazil";-12.579738;-41.7007272;"-12.579738,-41.7007272"
"Rede45";"47281168";"jaime";"Brasil";"vagabundos se não tem renda é graças ao apoio desse partideco a temer só vivem de mentiras, por isso perd";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"40493348";"Neusa Teixeira";"Brasil - São Paulo";"frase do dia melhor definição de fundo eleitoral fundo eleitoral é um dinheiro que será roubado de vc pr";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"Rede45";"4867434249";"Geziel Goes";"Belém, Brasil";"a vaidade e irresponsabilidade do presidente licenciado de vcs foram seus piores venenos";"";"Belém - State of Pará, Brazil";-1.4557794;-48.4901968;"-1.4557794,-48.4901968"
"Rede45";"878958128104124416";"♥ ♥ Patriota ♥ ♥";"Brasil";"senador aécio tem amor pela nossa bandeira paixão pelo brasil grande e respeitado politico";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"390369171";"Olhar Geográfico";"Brazil";"";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"540039632";"paulo inacio da cunh";"Itanhangá, Rio de Janeiro";"antipt o partido não fala nada do governo temer vcs deram o golpe nos trabalhadores há vale lembra que";"";"Itanhangá, Rio de Janeiro - State of Rio de Janeiro, Brazil";-22.986725;-43.30550030000001;"-22.986725,-43.30550030000001"
"Rede45";"607435856";"Hélio Azerêdo";"Brasil";"e o q vão fazer desde q vcs tem posições, provas de envolvimento em muitas falcatrua";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"390369171";"Olhar Geográfico";"Brazil";"kkkkk";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"891674648521428993";"paulorogerioat";"Crato, Brasil";"hipócritas, enlameados até o olho da goiaba";"";"Crato, CE, Brazil";-7.229957199999999;-39.4122984;"-7.229957199999999,-39.4122984"
"Rede45";"897156246582767616";"Silva";"Brasília, Brasil";"efeito sabotagem do governo dilma; efeito golpe de";"";"Brasilia - Federal District, Brazil";-15.7941569;-47.8825289;"-15.7941569,-47.8825289"
"Rede45";"2588429768";"Teka";"Brazil, IN";"";"";"Brazil, IN 47834, USA";39.523652;-87.1250154;"39.523652,-87.1250154"
"Rede45";"22177896";"Bruno Custódio";"Três Rios, RJ, Brasil";"é vcs estão contribuindo pra isso";"";"Três Rios - State of Rio de Janeiro, Brazil";-22.1170059;-43.218947;"-22.1170059,-43.218947"
"Rede45";"819686551789727749";"CAROLINA SAPORI";"Brasil";"desconstruindo";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"381734499";"Maria Lucia";"Brazil";"com o aécio neves e aluysio nunes mercenários vendidos assassinatos p ano e impunidade vergonhoso";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"112170880";"Anete";"日本";"essas pestes só mentem não fazem nada,se envolveram na política porque fica mais fácil de ro";"";"Japan";36.204824;138.252924;"36.204824,138.252924"
"Rede45";"864123390873006080";"Anderson Carvalho";"Sao Paulo, Brazil";"vai tributar mais a renda de quem ganha mais vai tributar grandes fortunas vai reduzir tri";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"Rede45";"70810554";"João Davi Queiroz";"Aracoiaba -Ceará - Brasil";"dor de cotovelo o psdb não tem nenhum líder para fazer uma caravana deste porte";"";"Aracoiaba, CE, 62750-000, Brazil";-4.3719819;-38.8104556;"-4.3719819,-38.8104556"
"Rede45";"65627207";"Diego adriano";"Maraba-PA";"ninguém mata mil pessoas, seja menos idiota";"";"Marabá - State of Pará, Brazil";-5.3811326;-49.1331046;"-5.3811326,-49.1331046"
"Rede45";"50734154";"Cadumotta®";"Santos,Brazil";"vão noticiar não vão duvido que tenham esse caráter";"";"Santos - State of São Paulo, Brazil";-23.9561304;-46.3264089;"-23.9561304,-46.3264089"
"Rede45";"786825957495697408";"Papo de Mito";"Rio de Janeiro, Brasil";"isso aí é tijolo ou pacote de dinheiro";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"Rede45";"43096505";"Arnaldo Viana";"Brasil";"que caravana ah sim, aquela que arrasta multidões e a imprensa esconde";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"207352839";"Cau_105";"Da Terra";"sendo , repare levantando um muro separa os cheirosos voto que é bom";"";"R. Dr. Afonso Cordeiro 71, 4450-005 Matosinhos, Portugal";41.1817767;-8.6856784;"41.1817767,-8.6856784"
"Rede45";"708118620812009474";"Lucio Medeiros";"Barra do Piraí, Brasil";"esse é o muro do qual vocês não descem nunca";"";"Barra do Piraí - Santa Cecília, Barra do Piraí - State of Rio de Janeiro, Brazil";-22.4720256;-43.8273373;"-22.4720256,-43.8273373"
"Rede45";"2717432539";"The Shadow";"São Paulo, Brasil";"vocês";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"Rede45";"33614511";"Leo Madureira";"Italva-Rio de Janeiro-Brasil";"vamos rir";"";"Italva, RJ, 28250-000, Brazil";-21.4285097;-41.6940704;"-21.4285097,-41.6940704"
"Rede45";"2884739723";"Solange Caetano Cost";"Rio Branco, Acre/ Brasil";"kkkkkkkkkk vamos ri minha gente, a lei é para todos, menos para tucanos";"";"Rio Branco - State of Acre, Brazil";-9.975383700000002;-67.824918;"-9.975383700000002,-67.824918"
"Rede45";"793840709518241792";"Menina de Oya";"Madureira ";"";"";"Madureira, Rio de Janeiro - State of Rio de Janeiro, Brazil";-22.8725334;-43.33636389999999;"-22.8725334,-43.33636389999999"
"Rede45";"160552502";"alfredo adao";"BRASIL";"com as irresponsabilidades do psdb pode esperar a volta do lula e todos os petistas";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"818263886310805505";"Daniel Bastos";"Goiânia, Brasil";"o dinheiro da jbs p aecio é lícito";"";"Goiânia - State of Goiás, Brazil";-16.6868824;-49.26478849999999;"-16.6868824,-49.26478849999999"
"Rede45";"57480755";"PSDB Cínico";"Brasil";"matos imoral é ver o aécio livre, leve e solto";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"131197124";"Guido Rezende";"Itajaí, Santa Catarina";"bandidos e vendilhões da nação psdb rouba merenda de crianças";"";"Itajaí - State of Santa Catarina, Brazil";-26.9107052;-48.6709133;"-26.9107052,-48.6709133"
"Rede45";"2717432539";"The Shadow";"São Paulo, Brasil";"ahhh entendi, vocês só querem privatizar o que não controlam";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"Rede45";"201877542";"carlos mendes";"br";"artigo primeiro derrubar o muro";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"52501716";"Rozina Rodrigues";"São Paulo, Brasil";"tudo com nosso dinheiro e os outros servidores que não são públicos";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"Rede45";"201877542";"carlos mendes";"br";"não querem perder a boquinha e o partido mais uma vez não sabe o q faz em nível nacional apoi";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"57480755";"PSDB Cínico";"Brasil";"psdb cínico, vide aécio";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"1847735034";"Glicia Gadelha";"Fortaleza, Brasil";"ilegal, é o um partido ter um senado modelo aecio";"";"Fortaleza - State of Ceará, Brazil";-3.7319029;-38.5267393;"-3.7319029,-38.5267393"
"Rede45";"486242620";"Paulo Henrique";"Brasil";"o que o psdb tá falando de imoral seu senador , ladrão ainda continua intact";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"Rede45";"713570758";"Paulo Roberto";"São Luís, Brasil";"e vcs bando de picareta do ah por favor, nenhum vale nada";"";"São Luís - Vila Maranhão, São Luís - State of Maranhão, Brazil";-2.5391099;-44.28290459999999;"-2.5391099,-44.28290459999999"
"Rede45";"65965369";"Dan Pereira";"São Paulo, Brasil";"numa república de bandidos o maior lider só poderia ser um condenado ser um condenado da";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"159200133";"Mauri Pereira";"Brasileiro";"nacional precisa também de um sistema de proteção contra desastres administrativos de um governo mafioso";"";"10925 Venice Blvd, Los Angeles, CA 90034, USA";34.0157792;-118.4129081;"34.0157792,-118.4129081"
"PMDB_Nacional";"3580183701";"cledison novak";"Sapiranga Brasil";"nacional e so vcs que sao cegos";"";"Sapiranga, RS, Brazil";-29.6353852;-51.0069543;"-29.6353852,-51.0069543"
"PMDB_Nacional";"1944756901";"Claudio Gomes";"Brasília";"nacional oficial pq";"";"Brasilia - Federal District, Brazil";-15.7941569;-47.8825289;"-15.7941569,-47.8825289"
"PMDB_Nacional";"1944756901";"Claudio Gomes";"Brasília";"nacional oficial pq";"";"Brasilia - Federal District, Brazil";-15.7941569;-47.8825289;"-15.7941569,-47.8825289"
"PMDB_Nacional";"1944756901";"Claudio Gomes";"Brasília";"nacional oficial pq";"";"Brasilia - Federal District, Brazil";-15.7941569;-47.8825289;"-15.7941569,-47.8825289"
"PMDB_Nacional";"865241542382030850";"Osmar Avelino";"Rio de Janeiro, Brasil";"nacional parece que não";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"801932520342360065";"Val";"São Paulo, Brasil";"nacional na realidade ela mostra que o brasileiro está tentando sobreviver a um governo medíocre e corrupto";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"856864669679714304";"Fernando Silva";"Belém, Brasil";"nacional vcs são a maior organização criminosa do brasil seus bandidos, corruptos inúteis sanguessugas do meu dinheiro vão sumir";"";"Belém - State of Pará, Brazil";-1.4557794;-48.4901968;"-1.4557794,-48.4901968"
"PMDB_Nacional";"856864669679714304";"Fernando Silva";"Belém, Brasil";"nacional vcs são a maior organização criminosa do brasil seus bandidos, corruptos inúteis san";"";"Belém - State of Pará, Brazil";-1.4557794;-48.4901968;"-1.4557794,-48.4901968"
"PMDB_Nacional";"856864669679714304";"Fernando Silva";"Belém, Brasil";"nacional vcs são a maior organização criminosa do brasil seus bandidos, corruptos inúteis sanguessugas do meu";"";"Belém - State of Pará, Brazil";-1.4557794;-48.4901968;"-1.4557794,-48.4901968"
"PMDB_Nacional";"4213083424";"mauro";"Brasil";"nacional querem enganar quem;";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"4213083424";"mauro";"Brasil";"nacional lúcio funaroo vem ai,a única diferença do pmdb para pt ;o primeiro e mais generoso n";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"31864044";"Marcio Kleber Torres";"Vila Velha ";"nacional do que adianta, se vocês estão querendo acabar com a ônia por meio de decreto";"";"Vila Velha - Ibes, Vila Velha - State of Espírito Santo, Brazil";-20.3477821;-40.2949528;"-20.3477821,-40.2949528"
"PMDB_Nacional";"4213083424";"mauro";"Brasil";"nacional pmdb ou mdb ágora querendo fazer propaganda de bom menino espero que muitos parlamen";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"40493348";"Neusa Teixeira";"Brasil - São Paulo";"nacional frase do dia melhor definição de fundo eleitoral fundo eleitoral é um dinheiro que será roubado d";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"62691593";"Thiago";"São Caetano do Sul, SP";"nacional conta a do papagaio agora";"";"São Caetano do Sul, State of São Paulo, Brazil";-23.6233625;-46.5552433;"-23.6233625,-46.5552433"
"PMDB_Nacional";"860529640175226880";"Mercar@io";"Nova Iorque, USA";"nacional e vai quanto pra quadrilha";"";"New York, NY, USA";40.7127837;-74.0059413;"40.7127837,-74.0059413"
"PMDB_Nacional";"379317306";"Alois Andrade";"Ouro Preto do Oeste, Rondônia";"nacional quê ridículo governo do pmdb kkk";"";"Ouro Preto do Oeste - State of Rondônia, 76920-000, Brazil";-10.6008331;-62.3095833;"-10.6008331,-62.3095833"
"PMDB_Nacional";"795001869928120320";"Paulo De Cerqueira S";"Salvador, Brasil";"nacional verdades enviesadas como gostamos que nos enganem";"";"Salvador - State of Bahia, Brazil";-12.9722184;-38.5014136;"-12.9722184,-38.5014136"
"PMDB_Nacional";"75418286";"Vinicius";"Rio de Janeiro, Brasil";"nacional privatiza tudo";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"793840709518241792";"Menina de Oya";"Madureira ";"nacional só trouxa para acreditar nessa firula,nada privatizado beneficia o povo, pelo contrário cambada de ratos";"";"Madureira, Rio de Janeiro - State of Rio de Janeiro, Brazil";-22.8725334;-43.33636389999999;"-22.8725334,-43.33636389999999"
"PMDB_Nacional";"272167977";"IVO TORRES";"PRAIA DO CARIPI, BARCARENA";"nacional onde está o dinheiro prometido para os ribeirinhos atingidos pelo naufrágio do navio haidar na vila do conde";"";"Caripi, Barcarena - PA, 68445-000, Brazil";-1.4915957;-48.7061064;"-1.4915957,-48.7061064"
"PMDB_Nacional";"69667589";"Marcio Teixeira";"Cascavel - Brasil";"nacional não é o que o acha aliás, nem eu";"";"Cascavel - Aroeira, Cascavel - PR, Brazil";-24.9577771;-53.45951119999999;"-24.9577771,-53.45951119999999"
"PMDB_Nacional";"124891800";"TomHollanda";"Roma";"nacional quer entrar na fase da verdade e vai mudar de nome se chamará mdb, monte de bosta";"";"Rome, Metropolitan City of Rome, Italy";41.9027835;12.4963655;"41.9027835,12.4963655"
"PMDB_Nacional";"878291135155892224";"Ben Silva";"Porto Alegre, Brasil";"nacional que beleza , quanta grana pra propina não vai rolar nessa privatização, parabéns ao";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"159200133";"Mauri Pereira";"Brasileiro";"nacional mentiroso canalhas";"";"10925 Venice Blvd, Los Angeles, CA 90034, USA";34.0157792;-118.4129081;"34.0157792,-118.4129081"
"PMDB_Nacional";"702402689162997760";"Euclides";"Caruaru, Brasil";"nacional , milhões de desempregados e vocês com a cara de pau de dizer que estão trabalhando, o pmdb está";"";"Caruaru - Picada, Caruaru - PE, Brazil";-8.2849639;-35.9701874;"-8.2849639,-35.9701874"
"PMDB_Nacional";"819239537977282560";"Luiz Daniel Blasius";"Porto Alegre, Brasil";"nacional haja óleo de peroba vocês não ficam nem vermelhos";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"3247066108";"Cássio Freire";"São Paulo, Brasil";"nacional eo aumento do combustível";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"541802505";"Antônio Davi Roland";"Manaus";"nacional votem a favor do projeto de lei";"";"Manaus, State of Amazonas, Brazil";-3.1190275;-60.0217314;"-3.1190275,-60.0217314"
"PMDB_Nacional";"710903932202180608";"SUSTENTABILIDADE";"Maranhão, Brasil";"nacional o pmdb, pt, psdb, pp e seus apoiadores precisam ser varridos da vida pública";"";"State of Maranhão, Brazil";-4.9609498;-45.2744159;"-4.9609498,-45.2744159"
"PMDB_Nacional";"710903932202180608";"SUSTENTABILIDADE";"Maranhão, Brasil";"nacional o governo do pmdb e seus apoiadores é um escárnio";"";"State of Maranhão, Brazil";-4.9609498;-45.2744159;"-4.9609498,-45.2744159"
"PMDB_Nacional";"114753257";"Manoel Neto";"Rio de Janeiro";"nacional hahahahahahahahaha agora conta uma com papagaio";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"3247061111";"Fernandos123";"São Paulo, Brasil";"nacional privatizar pros compadres, faltou o asterisco";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"56605823";"Naohiro";"sampa";"nacional e também pq são uns idiotas";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"16691681";"Stelle";"SP-BR";"nacional pmdbosta";"";"Av. Brg. Faria Lima, 1234 - Jardim Paulistano, São Paulo - SP, 05423-180, Brazil";-23.568979;-46.6925827;"-23.568979,-46.6925827"
"PMDB_Nacional";"894543942078910464";"André Julião";"Recife, Brasil";"nacional não acredito em papai noel";"";"Recife - State of Pernambuco, Brazil";-8.0475622;-34.8769643;"-8.0475622,-34.8769643"
"PMDB_Nacional";"197996417";"Elizabete";"Brasil";"nacional que mentiraaaaaaaa cabeludaaaaaaa";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"197996417";"Elizabete";"Brasil";"nacional mas nunca teve, tem ou terão culhões para isto vagabundos podres";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"887171107077451777";"Eduardo";"Curitiba, Brasil";"nacional";"";"Curitiba - State of Paraná, Brazil";-25.4244287;-49.2653819;"-25.4244287,-49.2653819"
"PMDB_Nacional";"210669639";"BISMARQUE AGUIAR";"aguas claras brasilia df";"nacional já era hora";"";"Águas Claras, Brasília - DF, 70297-400, Brazil";-15.8372013;-48.0258046;"-15.8372013,-48.0258046"
"PMDB_Nacional";"887702249983672320";"Rogério";"São Paulo, Brasil";"nacional tão vendendo o brasil junto com a carcaça";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"1528591454";"O Padeiro Comunista";"Eritrea";"nacional vcs acham isso grande coisa mesmo";"";"Eritrea";15.179384;39.782334;"15.179384,39.782334"
"PMDB_Nacional";"900127692166754305";"Rosemberg Brito";"Paraty, Brasil";"nacional partido vergonhoso tudo lacraia";"";"Paraty - State of Rio de Janeiro, 23970-000, Brazil";-23.2200542;-44.7204757;"-23.2200542,-44.7204757"
"PMDB_Nacional";"115634363";"Robson";"Recife";"nacional a privatização trará números para o erário público, mas em compensação, perderá sua moeda de barganha";"";"Recife - State of Pernambuco, Brazil";-8.0475622;-34.8769643;"-8.0475622,-34.8769643"
"PMDB_Nacional";"162891407";"ws.cyber";"brasil";"nacional bando ladrao";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"1635614479";"José. júnior";"Tocantins, Brasil";"nacional cadê até agora nada de empregos";"";"State of Tocantins, Brazil";-10.17528;-48.2982474;"-10.17528,-48.2982474"
"PMDB_Nacional";"32072434";"Fredd";"Niterói";"nacional correto";"";"Niterói, State of Rio de Janeiro, Brazil";-22.8858975;-43.1152211;"-22.8858975,-43.1152211"
"PMDB_Nacional";"2188777545";"9524";"Rio de Janeiro, Brasil";"nacional mentirasó vejo o desemprego aumentando";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"2188777545";"9524";"Rio de Janeiro, Brasil";"nacional luxo humano são vocês";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"871069804135841793";"Rodrigo Cossich";"Castelo, Belo Horizonte";"nacional patrimônio vc tem gasolina ,energia elétrica de graça o que temos é arcar com um estado inchado c";"";"Castelo, Belo Horizonte - State of Minas Gerais, Brazil";-19.8822196;-43.9996134;"-19.8822196,-43.9996134"
"PMDB_Nacional";"871069804135841793";"Rodrigo Cossich";"Castelo, Belo Horizonte";"nacional e o que vai sepultar o partido a união de novo com o pt";"";"Castelo, Belo Horizonte - State of Minas Gerais, Brazil";-19.8822196;-43.9996134;"-19.8822196,-43.9996134"
"PMDB_Nacional";"235232087";"Washington Fonseca";"goiania - goias - brasil ";"nacional há vai tomar no cu pmdb, você é o temer";"";"Goiânia - State of Goiás, Brazil";-16.6868824;-49.26478849999999;"-16.6868824,-49.26478849999999"
"PMDB_Nacional";"698494784885936128";"Sivaldo Brito";"Gogó da ema";"nacional oh, se não fosse uma piada já ia pensar que era verdade kkkkkkkk, gozado";"";"R. Amélia Corrêa Fontes Guimarães, 98 - Jardim Guedala, São Paulo - SP, 05617-010, Brazil";-23.5878992;-46.7176891;"-23.5878992,-46.7176891"
"PMDB_Nacional";"159200133";"Mauri Pereira";"Brasileiro";"nacional o único comércio q cresce no governo do é a venda a preço vil do patrimônio do povo bra";"";"10925 Venice Blvd, Los Angeles, CA 90034, USA";34.0157792;-118.4129081;"34.0157792,-118.4129081"
"PMDB_Nacional";"889608519539982336";"Lula 2018";"Vila da Prata, Manaus";"nacional querem vender a amazonia vai perder todos os seus governadores ano que vem nas urnas";"";"Vila da Prata, Manaus - AM, Brazil";-3.1072574;-60.04762840000001;"-3.1072574,-60.04762840000001"
"PMDB_Nacional";"889608519539982336";"Lula 2018";"Vila da Prata, Manaus";"nacional o povo já entendeu isso , na eleição do amazonas de ontem o candidato do pmdb levou uma surra do partido do brizola o pdt";"";"Vila da Prata, Manaus - AM, Brazil";-3.1072574;-60.04762840000001;"-3.1072574,-60.04762840000001"
"PMDB_Nacional";"889608519539982336";"Lula 2018";"Vila da Prata, Manaus";"nacional vender a amazonia e um retrocesso seus golpistas";"";"Vila da Prata, Manaus - AM, Brazil";-3.1072574;-60.04762840000001;"-3.1072574,-60.04762840000001"
"PMDB_Nacional";"424914513";"joséFilho";"joao pessoa-pb";"nacional agora acredito q é sat";"";"João Pessoa, Paraíba, João Pessoa - State of Paraíba, Brazil";-7.119495799999999;-34.8450118;"-7.119495799999999,-34.8450118"
"PMDB_Nacional";"860529640175226880";"Mercar@io";"Nova Iorque, USA";"nacional o pai deste ministro está envolvido em vários casos de roubalheira e pilantragem";"";"New York, NY, USA";40.7127837;-74.0059413;"40.7127837,-74.0059413"
"PMDB_Nacional";"860529640175226880";"Mercar@io";"Nova Iorque, USA";"nacional rossi esse partido tem vários ladrões pilantras";"";"New York, NY, USA";40.7127837;-74.0059413;"40.7127837,-74.0059413"
"PMDB_Nacional";"49487350";"Elton Apollo";"São Paulo - BRASIL";"nacional só otários acreditam neste teatrinho nojento e de quinta cat";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
